curve_id,age,volume,ps124,ps126,ps128,ps1210,p34,p36,p38,p310,p44,p46,p48,p410,pbark,pchips,psawdust,pshaving,ptrim
2422004,350.0,423,19326,20880,15097,15714,14385,10671,8026,8539,3456,2089,1417,1397,12.31,36.61,9.83,5.55,3.86
2422007,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2422007,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2422007,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2422007,30.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2422007,40.0,34,1288,0,0,0,1288,0,0,0,396,0,0,0,0.36,1.66,0.25,0.12,0.13
2422007,50.0,76,6591,334,8,0,6574,320,8,0,1865,64,2,0,1.67,7.17,1.22,0.65,0.54
2422007,60.0,124,12687,2260,265,32,12490,1981,227,21,3064,354,38,3,3.42,13.86,2.52,1.38,1.04
2422007,70.0,175,17752,5171,1439,210,17006,3950,1068,151,4070,681,157,19,5.23,20.18,3.92,2.16,1.58
2422007,80.0,223,20756,8956,3430,905,19206,5972,2410,627,4470,1030,347,84,6.93,25.59,5.25,2.91,2.09
2422007,90.0,267,23265,12033,5365,2210,20582,7504,3638,1414,4791,1298,534,201,8.44,30.02,6.46,3.6,2.54
2422007,100.0,306,24648,15105,7076,4031,20975,9135,4641,2431,4907,1596,687,362,9.75,33.52,7.54,4.2,2.94
2422007,110.0,341,25182,18006,8619,5910,20982,10579,5406,3570,4866,1863,820,532,10.84,36.33,8.44,4.72,3.3
2422007,120.0,371,25484,19647,10611,7924,20823,11190,6356,4682,4800,1992,996,710,11.76,38.56,9.17,5.15,3.59
2422007,130.0,398,25552,21205,12220,9793,20521,11764,7102,5699,4716,2127,1140,875,12.53,40.37,9.81,5.52,3.83
2422007,140.0,422,25316,22908,13346,11572,20015,12424,7587,6657,4601,2293,1244,1032,13.18,41.78,10.35,5.83,4.05
2422007,150.0,443,25216,24164,14493,13134,19637,12879,8065,7446,4532,2408,1348,1170,13.75,42.99,10.84,6.11,4.25
2422007,160.0,461,25310,24915,15756,14501,19424,13095,8578,8066,4518,2465,1460,1290,14.26,44.06,11.28,6.36,4.42
2422007,170.0,478,25392,25536,16877,15696,19233,13265,9033,8602,4507,2509,1560,1395,14.71,44.98,11.66,6.58,4.57
2422007,180.0,493,25445,25935,17871,16924,19053,13296,9411,9182,4490,2552,1661,1500,15.09,45.65,11.99,6.78,4.7
2422007,190.0,506,25419,26302,18662,18118,18838,13329,9720,9745,4465,2596,1744,1603,15.41,46.21,12.27,6.94,4.81
2422007,200.0,517,25112,26787,18967,19443,18432,13470,9897,10343,4406,2653,1777,1722,15.67,46.68,12.47,7.07,4.9
2422007,210.0,528,24839,27202,19320,20587,18073,13602,10063,10863,4359,2703,1812,1826,15.9,47.1,12.66,7.18,4.98
2422007,220.0,538,24610,27486,19914,21424,17777,13738,10235,11254,4334,2736,1863,1901,16.11,47.48,12.84,7.29,5.06
2422007,230.0,547,24402,27744,20456,22186,17507,13861,10392,11610,4311,2766,1910,1969,16.31,47.82,13.0,7.38,5.13
2422007,240.0,555,24345,27869,20694,22946,17350,13843,10373,11995,4309,2780,1925,2042,16.45,48.01,13.13,7.46,5.18
2422007,250.0,562,24335,27949,20830,23661,17234,13785,10305,12368,4312,2789,1931,2111,16.57,48.13,13.24,7.53,5.23
2422007,260.0,569,24326,28022,20955,24318,17128,13731,10242,12710,4315,2797,1936,2175,16.68,48.25,13.34,7.59,5.27
2422007,270.0,575,24214,28039,21091,24872,16979,13659,10270,12967,4316,2793,1949,2225,16.75,48.3,13.41,7.63,5.3
2422007,280.0,581,24041,28023,21230,25348,16806,13577,10353,13164,4315,2783,1966,2264,16.8,48.31,13.45,7.66,5.32
2422007,290.0,586,23880,28008,21359,25789,16647,13500,10430,13347,4315,2773,1981,2300,16.85,48.32,13.48,7.69,5.33
2422007,300.0,586,23880,28008,21359,25789,16647,13500,10430,13347,4315,2773,1981,2300,16.85,48.32,13.48,7.69,5.33
2422007,310.0,586,23880,28008,21359,25789,16647,13500,10430,13347,4315,2773,1981,2300,16.85,48.32,13.48,7.69,5.33
2422007,320.0,586,23880,28008,21359,25789,16647,13500,10430,13347,4315,2773,1981,2300,16.85,48.32,13.48,7.69,5.33
2422007,330.0,586,23880,28008,21359,25789,16647,13500,10430,13347,4315,2773,1981,2300,16.85,48.32,13.48,7.69,5.33
2422007,340.0,586,23880,28008,21359,25789,16647,13500,10430,13347,4315,2773,1981,2300,16.85,48.32,13.48,7.69,5.33
2422007,350.0,586,23880,28008,21359,25789,16647,13500,10430,13347,4315,2773,1981,2300,16.85,48.32,13.48,7.69,5.33
2423000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2423000,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2423000,20.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2423000,30.0,12,44,0,0,0,44,0,0,0,14,0,0,0,0.01,0.07,0.01,0.0,0.01
2423000,40.0,45,2373,5,0,0,2374,5,0,0,725,1,0,0,0.63,2.92,0.45,0.23,0.22
2423000,50.0,94,9028,851,23,0,8979,810,23,0,2433,162,5,0,2.32,9.69,1.7,0.91,0.73
2423000,60.0,149,15380,3540,702,84,14961,2912,550,59,3590,506,85,7,4.31,17.07,3.2,1.76,1.3
2423000,70.0,204,19748,7448,2539,525,18609,5222,1822,373,4369,901,261,48,6.28,23.62,4.74,2.61,1.89
2423000,80.0,255,22991,11051,4768,1589,20697,7003,3277,1074,4804,1207,480,147,8.06,29.08,6.13,3.42,2.42
2423000,90.0,300,24910,14561,6763,3580,21347,8888,4497,2164,5002,1549,661,322,9.61,33.31,7.42,4.13,2.9
2423000,100.0,341,25611,17932,8562,5746,21400,10575,5402,3469,4970,1860,816,517,10.9,36.64,8.47,4.74,3.32
2423000,110.0,376,25993,19994,10757,8016,21253,11399,6452,4740,4900,2029,1010,718,11.96,39.27,9.34,5.24,3.65
2423000,120.0,406,26071,21814,12588,10169,20907,12075,7300,5911,4805,2187,1174,908,12.86,41.36,10.06,5.67,3.93
2423000,130.0,433,25812,23766,13865,12196,20341,12834,7849,7002,4677,2378,1292,1087,13.6,42.98,10.69,6.03,4.19
2423000,140.0,456,25823,25004,15305,13957,20001,13256,8444,7854,4629,2485,1421,1243,14.26,44.38,11.25,6.35,4.41
2423000,150.0,477,25950,25835,16727,15483,19779,13494,9024,8543,4619,2547,1548,1377,14.84,45.59,11.75,6.63,4.6
2423000,160.0,495,26052,26451,17982,16923,19580,13620,9519,9209,4606,2600,1668,1501,15.33,46.56,12.18,6.88,4.77
2423000,170.0,511,26121,26882,19081,18339,19391,13642,9935,9884,4589,2651,1782,1622,15.76,47.3,12.55,7.1,4.92
2423000,180.0,525,25776,27505,19475,19975,18918,13830,10162,10625,4523,2725,1825,1769,16.09,47.92,12.81,7.26,5.03
2423000,190.0,538,25479,28016,19981,21336,18511,14008,10379,11247,4474,2784,1873,1892,16.39,48.49,13.05,7.4,5.14
2423000,200.0,550,25234,28389,20718,22364,18177,14187,10597,11729,4450,2827,1937,1985,16.66,49.0,13.28,7.54,5.24
2423000,210.0,560,25083,28676,21259,23330,17923,14286,10715,12197,4437,2860,1981,2074,16.89,49.4,13.48,7.66,5.32
2423000,220.0,569,25107,28820,21466,24289,17800,14231,10643,12696,4448,2876,1991,2166,17.07,49.64,13.64,7.75,5.39
2423000,230.0,578,25129,28951,21654,25161,17687,14182,10576,13151,4458,2890,2000,2251,17.23,49.85,13.79,7.84,5.45
2423000,240.0,585,25000,29010,21871,25895,17513,14107,10655,13483,4466,2887,2022,2315,17.35,49.99,13.89,7.9,5.49
2423000,250.0,592,24826,29042,22087,26544,17327,14029,10780,13757,4473,2879,2047,2369,17.45,50.09,13.96,7.96,5.52
2423000,260.0,599,24667,29071,22285,27139,17156,13957,10894,14009,4480,2871,2070,2418,17.54,50.19,14.03,8.0,5.55
2423000,270.0,605,24456,29062,22464,27637,16956,13877,10994,14215,4475,2864,2096,2461,17.59,50.2,14.08,8.03,5.57
2423000,280.0,610,24144,28989,22623,28005,16696,13781,11078,14358,4453,2857,2128,2495,17.6,50.06,14.09,8.04,5.58
2423000,290.0,615,23856,28922,22770,28345,16456,13692,11155,14490,4432,2850,2158,2527,17.6,49.94,14.1,8.05,5.59
2423000,300.0,615,23856,28922,22770,28345,16456,13692,11155,14490,4432,2850,2158,2527,17.6,49.94,14.1,8.05,5.59
2423000,310.0,615,23856,28922,22770,28345,16456,13692,11155,14490,4432,2850,2158,2527,17.6,49.94,14.1,8.05,5.59
2423000,320.0,615,23856,28922,22770,28345,16456,13692,11155,14490,4432,2850,2158,2527,17.6,49.94,14.1,8.05,5.59
2423000,330.0,615,23856,28922,22770,28345,16456,13692,11155,14490,4432,2850,2158,2527,17.6,49.94,14.1,8.05,5.59
2423000,340.0,615,23856,28922,22770,28345,16456,13692,11155,14490,4432,2850,2158,2527,17.6,49.94,14.1,8.05,5.59
2423000,350.0,615,23856,28922,22770,28345,16456,13692,11155,14490,4432,2850,2158,2527,17.6,49.94,14.1,8.05,5.59
2423001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2423001,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2423001,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2423001,30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2423001,40.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2423001,50.0,9,17,0,0,0,17,0,0,0,5,0,0,0,0.01,0.03,0.0,0.0,0.0
2423001,60.0,23,473,0,0,0,474,0,0,0,146,0,0,0,0.14,0.67,0.09,0.05,0.05
2423001,70.0,42,2494,13,0,0,2494,13,0,0,759,3,0,0,0.66,3.01,0.47,0.24,0.23
2423001,80.0,66,5740,280,11,0,5730,271,11,0,1656,55,2,0,1.46,6.31,1.07,0.56,0.47
2423001,90.0,93,9192,1235,98,5,9120,1153,91,3,2441,225,17,0,2.43,10.01,1.79,0.96,0.75
2423001,100.0,122,12313,2765,446,45,12065,2397,379,31,2967,430,64,4,3.45,13.79,2.56,1.39,1.04
2423001,110.0,152,15197,4465,1140,173,14629,3598,885,129,3554,633,137,16,4.49,17.39,3.38,1.85,1.35
2423001,120.0,182,17020,6772,2355,526,16069,4914,1718,378,3821,864,254,49,5.52,20.71,4.19,2.3,1.66
2423001,130.0,211,18685,8843,3598,1109,17208,5980,2539,767,4039,1051,372,103,6.5,23.73,4.96,2.74,1.96
2423001,140.0,238,20118,10708,4811,1970,18006,6890,3308,1299,4214,1212,485,181,7.42,26.39,5.7,3.15,2.24
2423001,150.0,264,21023,12630,5998,3108,18268,7910,4040,1935,4300,1393,593,282,8.26,28.65,6.4,3.54,2.5
2423001,160.0,289,21557,14445,7142,4334,18358,8822,4666,2653,4314,1559,693,391,9.01,30.61,7.02,3.9,2.74
2423001,170.0,311,21866,16125,8218,5555,18358,9629,5206,3391,4287,1707,785,502,9.69,32.33,7.58,4.22,2.96
2423001,180.0,332,22002,17219,9486,6991,18227,10035,5832,4195,4236,1793,898,629,10.29,33.78,8.07,4.5,3.15
2423001,190.0,351,22103,18158,10663,8325,18086,10365,6411,4937,4184,1865,1002,747,10.83,35.06,8.5,4.76,3.32
2423001,200.0,369,22029,19236,11542,9627,17789,10768,6805,5647,4114,1963,1082,862,11.31,36.11,8.9,4.99,3.48
2423001,210.0,385,21908,20270,12280,10829,17464,11158,7123,6299,4042,2062,1149,969,11.73,37.0,9.25,5.19,3.62
2423001,220.0,400,21818,21136,12994,11924,17185,11473,7421,6876,3986,2142,1214,1066,12.11,37.79,9.58,5.38,3.75
2423001,230.0,414,21848,21653,13827,12921,17021,11613,7755,7346,3969,2181,1288,1154,12.46,38.49,9.88,5.55,3.87
2423001,240.0,427,21866,22094,14579,13814,16867,11726,8054,7764,3953,2213,1356,1232,12.76,39.09,10.14,5.7,3.97
2423001,250.0,438,21879,22480,15261,14619,16724,11821,8325,8139,3938,2240,1417,1304,13.04,39.63,10.38,5.84,4.07
2423001,260.0,448,21827,22713,15852,15506,16546,11820,8548,8570,3917,2263,1477,1380,13.27,40.03,10.58,5.96,4.15
2423001,270.0,458,21768,22902,16386,16344,16374,11801,8748,8981,3896,2283,1533,1453,13.48,40.38,10.76,6.06,4.22
2423001,280.0,466,21600,23134,16712,17159,16127,11845,8888,9357,3863,2312,1567,1525,13.65,40.65,10.9,6.15,4.28
2423001,290.0,474,21387,23377,16923,17930,15854,11919,8993,9700,3825,2343,1589,1594,13.78,40.87,11.01,6.22,4.33
2423001,300.0,474,21387,23377,16923,17930,15854,11919,8993,9700,3825,2343,1589,1594,13.78,40.87,11.01,6.22,4.33
2423001,310.0,474,21387,23377,16923,17930,15854,11919,8993,9700,3825,2343,1589,1594,13.78,40.87,11.01,6.22,4.33
2423001,320.0,474,21387,23377,16923,17930,15854,11919,8993,9700,3825,2343,1589,1594,13.78,40.87,11.01,6.22,4.33
2423001,330.0,474,21387,23377,16923,17930,15854,11919,8993,9700,3825,2343,1589,1594,13.78,40.87,11.01,6.22,4.33
2423001,340.0,474,21387,23377,16923,17930,15854,11919,8993,9700,3825,2343,1589,1594,13.78,40.87,11.01,6.22,4.33
2423001,350.0,474,21387,23377,16923,17930,15854,11919,8993,9700,3825,2343,1589,1594,13.78,40.87,11.01,6.22,4.33
2423002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2423002,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2423002,20.0,15,17,0,0,0,17,0,0,0,5,0,0,0,0.0,0.03,0.0,0.0,0.0
2423002,30.0,42,1303,0,0,0,1303,0,0,0,403,0,0,0,0.33,1.23,0.21,0.13,0.13
2423002,40.0,108,11801,567,0,0,11798,567,0,0,3565,119,0,0,2.94,10.39,1.88,1.17,0.82
2423002,50.0,187,21295,5780,564,14,21119,5641,545,14,5965,1147,109,3,6.4,22.25,4.2,2.51,1.73
2423002,60.0,266,27773,12518,3522,302,26691,11241,3108,260,6958,2084,551,45,9.69,31.92,6.55,3.86,2.58
2423002,70.0,339,30902,19061,7623,1316,28490,15969,6271,1041,7192,2833,1008,151,12.51,39.62,8.61,5.03,3.33
2423002,80.0,402,31949,24165,11666,3165,28387,18975,9169,2421,7077,3415,1424,328,14.69,45.01,10.22,5.94,3.93
2423002,90.0,453,31420,28590,15184,5112,27327,21051,11526,3867,6821,3891,1772,516,16.31,48.71,11.42,6.64,4.38
2423002,100.0,494,30979,30362,18191,7481,26424,21479,13355,5580,6444,4064,2018,740,17.42,50.9,12.28,7.13,4.71
2423002,110.0,528,30596,31546,20615,9481,25666,21656,14807,7021,6115,4174,2210,929,18.27,52.53,12.95,7.5,4.97
2423002,120.0,553,29764,32205,22361,11375,24668,21571,15851,8262,5811,4203,2361,1100,18.81,53.39,13.36,7.74,5.14
2423002,130.0,573,28969,32648,23705,12954,23771,21436,16650,9275,5555,4212,2479,1241,19.2,53.96,13.65,7.91,5.27
2423002,140.0,590,28280,32950,24741,14225,23012,21289,17261,10083,5344,4210,2570,1354,19.48,54.33,13.87,8.04,5.37
2423002,150.0,603,27730,33113,25466,15252,22418,21115,17667,10723,5184,4199,2630,1445,19.67,54.54,14.02,8.13,5.43
2423002,160.0,613,27308,33043,25763,16070,21993,20840,17771,11200,5085,4166,2644,1517,19.74,54.49,14.07,8.16,5.46
2423002,170.0,621,26964,32986,26004,16735,21646,20616,17856,11589,5005,4140,2654,1576,19.79,54.44,14.12,8.19,5.48
2423002,180.0,627,26685,32940,26200,17276,21364,20434,17925,11904,4939,4118,2663,1624,19.84,54.41,14.15,8.22,5.49
2423002,190.0,633,26377,32791,26263,17640,21070,20222,17917,12110,4872,4087,2661,1656,19.8,54.19,14.13,8.21,5.49
2423002,200.0,637,26044,32557,26216,17858,20763,19984,17845,12224,4802,4048,2649,1674,19.71,53.83,14.07,8.17,5.46
2423002,210.0,640,25773,32367,26177,18035,20513,19790,17786,12317,4745,4016,2640,1689,19.63,53.54,14.01,8.14,5.44
2423002,220.0,643,25553,32212,26146,18180,20311,19633,17738,12393,4699,3991,2633,1702,19.56,53.3,13.97,8.12,5.43
2423002,230.0,646,25374,32087,26120,18297,20146,19505,17700,12454,4662,3970,2626,1712,19.51,53.1,13.94,8.1,5.42
2423002,240.0,648,25229,31984,26100,18392,20012,19401,17668,12504,4631,3953,2621,1720,19.47,52.94,13.91,8.08,5.41
2423002,250.0,649,25111,31902,26083,18469,19903,19316,17643,12545,4606,3939,2617,1726,19.43,52.82,13.88,8.07,5.4
2423002,260.0,650,25015,31834,26069,18532,19815,19248,17622,12578,4586,3928,2614,1732,19.4,52.71,13.86,8.06,5.39
2423002,270.0,651,24937,31779,26058,18583,19743,19192,17605,12605,4570,3919,2611,1736,19.38,52.63,13.85,8.05,5.38
2423002,280.0,652,24873,31735,26049,18624,19685,19147,17591,12626,4557,3912,2609,1740,19.36,52.56,13.84,8.04,5.38
2423002,290.0,653,24822,31699,26042,18658,19637,19110,17580,12644,4546,3906,2608,1742,19.35,52.5,13.83,8.04,5.38
2423002,300.0,653,24822,31699,26042,18658,19637,19110,17580,12644,4546,3906,2608,1742,19.35,52.5,13.83,8.04,5.38
2423002,310.0,653,24822,31699,26042,18658,19637,19110,17580,12644,4546,3906,2608,1742,19.35,52.5,13.83,8.04,5.38
2423002,320.0,653,24822,31699,26042,18658,19637,19110,17580,12644,4546,3906,2608,1742,19.35,52.5,13.83,8.04,5.38
2423002,330.0,653,24822,31699,26042,18658,19637,19110,17580,12644,4546,3906,2608,1742,19.35,52.5,13.83,8.04,5.38
2423002,340.0,653,24822,31699,26042,18658,19637,19110,17580,12644,4546,3906,2608,1742,19.35,52.5,13.83,8.04,5.38
2423002,350.0,653,24822,31699,26042,18658,19637,19110,17580,12644,4546,3906,2608,1742,19.35,52.5,13.83,8.04,5.38
2423003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2423003,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2423003,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2423003,30.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2423003,40.0,44,1001,0,0,0,1002,0,0,0,303,0,0,0,0.28,1.3,0.19,0.1,0.11
2423003,50.0,95,6241,114,3,0,6238,103,2,0,1712,20,0,0,1.56,6.77,1.12,0.6,0.53
2423003,60.0,157,14061,1823,143,0,13841,1491,122,0,3121,250,21,0,3.64,14.92,2.65,1.47,1.16
2423003,70.0,220,21093,4999,995,57,20257,3389,720,37,4493,567,97,5,5.87,23.03,4.3,2.42,1.79
2423003,80.0,280,26477,8401,2806,611,23389,5248,1904,405,5089,897,266,53,7.92,29.79,5.9,3.33,2.37
2423003,90.0,334,29101,13035,5058,1599,24235,7714,3296,949,5344,1347,472,140,9.74,35.24,7.32,4.16,2.92
2423003,100.0,383,31218,16537,7121,3095,25547,9371,4457,1783,5644,1687,665,271,11.28,39.64,8.53,4.86,3.37
2423003,110.0,426,32689,19321,9090,4827,26148,10723,5241,2746,5656,1948,848,421,12.54,42.88,9.6,5.46,3.76
2423003,120.0,464,33090,21977,11005,6688,25947,12050,6030,3740,5624,2188,1014,583,13.59,45.41,10.48,5.96,4.1
2423003,130.0,497,32897,24466,12778,8482,25365,13310,6818,4676,5601,2410,1162,739,14.49,47.5,11.22,6.39,4.4
2423003,140.0,526,33054,25652,14681,10473,25104,13621,7740,5635,5567,2513,1334,911,15.28,49.31,11.86,6.76,4.64
2423003,150.0,551,33212,26552,16382,12261,24892,13786,8572,6488,5531,2590,1490,1066,15.96,50.86,12.41,7.09,4.85
2423003,160.0,574,32655,27986,17518,14069,24204,14273,9040,7329,5432,2727,1588,1224,16.49,51.86,12.86,7.36,5.04
2423003,170.0,594,32053,29322,18463,15687,23516,14739,9413,8079,5332,2855,1669,1364,16.95,52.67,13.24,7.59,5.2
2423003,180.0,612,31592,30399,19340,17082,22949,15095,9793,8711,5255,2957,1746,1486,17.36,53.4,13.58,7.79,5.35
2423003,190.0,628,31571,30893,20317,18151,22690,15166,10356,9139,5243,2995,1840,1578,17.72,54.13,13.89,7.97,5.47
2423003,200.0,642,31393,31433,21161,19166,22357,15290,10694,9572,5217,3041,1919,1667,18.04,54.73,14.15,8.13,5.57
2423003,210.0,655,31052,32030,21881,20142,21943,15469,10808,10015,5177,3098,1986,1754,18.31,55.19,14.38,8.26,5.67
2423003,220.0,667,30780,32537,22463,21064,21598,15603,10973,10403,5148,3148,2040,1834,18.56,55.59,14.58,8.39,5.75
2423003,230.0,678,30599,32938,22864,21965,21342,15673,11233,10727,5136,3189,2080,1910,18.77,55.92,14.76,8.5,5.83
2423003,240.0,687,30433,33305,23231,22789,21107,15737,11472,11023,5126,3227,2116,1980,18.96,56.22,14.93,8.6,5.9
2423003,250.0,696,30369,33307,23538,23479,20942,15662,11552,11289,5134,3229,2137,2042,19.08,56.32,15.04,8.66,5.94
2423003,260.0,704,30342,33186,23809,24090,20808,15543,11575,11531,5147,3220,2152,2098,19.17,56.36,15.14,8.72,5.98
2423003,270.0,712,30317,33073,24059,24653,20686,15434,11596,11754,5159,3211,2165,2150,19.25,56.39,15.22,8.76,6.01
2423003,280.0,719,30228,33006,24255,25152,20527,15345,11613,11946,5162,3207,2179,2196,19.31,56.38,15.29,8.8,6.03
2423003,290.0,725,30003,33020,24362,25569,20285,15286,11625,12094,5147,3211,2194,2232,19.33,56.28,15.32,8.82,6.05
2423003,300.0,725,30003,33020,24362,25569,20285,15286,11625,12094,5147,3211,2194,2232,19.33,56.28,15.32,8.82,6.05
2423003,310.0,725,30003,33020,24362,25569,20285,15286,11625,12094,5147,3211,2194,2232,19.33,56.28,15.32,8.82,6.05
2423003,320.0,725,30003,33020,24362,25569,20285,15286,11625,12094,5147,3211,2194,2232,19.33,56.28,15.32,8.82,6.05
2423003,330.0,725,30003,33020,24362,25569,20285,15286,11625,12094,5147,3211,2194,2232,19.33,56.28,15.32,8.82,6.05
2423003,340.0,725,30003,33020,24362,25569,20285,15286,11625,12094,5147,3211,2194,2232,19.33,56.28,15.32,8.82,6.05
2423003,350.0,725,30003,33020,24362,25569,20285,15286,11625,12094,5147,3211,2194,2232,19.33,56.28,15.32,8.82,6.05
2423004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2423004,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2423004,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2423004,30.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2423004,40.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2423004,50.0,24,685,0,0,0,685,0,0,0,211,0,0,0,0.19,0.92,0.13,0.07,0.07
2423004,60.0,48,3460,40,0,0,3460,40,0,0,1039,8,0,0,0.89,3.98,0.64,0.33,0.3
2423004,70.0,79,7573,768,37,0,7537,737,37,0,2082,149,8,0,1.96,8.22,1.44,0.77,0.61
2423004,80.0,112,11440,2433,343,28,11241,2142,301,18,2773,386,53,2,3.17,12.76,2.35,1.28,0.96
2423004,90.0,149,14907,4592,1247,207,14309,3639,955,153,3467,640,146,20,4.46,17.19,3.36,1.84,1.34
2423004,100.0,185,17101,7467,2801,707,15993,5243,2013,501,3774,921,296,66,5.74,21.28,4.37,2.4,1.73
2423004,110.0,221,19205,9907,4378,1653,17309,6424,3029,1113,4046,1129,444,153,6.97,24.96,5.34,2.96,2.1
2423004,120.0,255,20454,12489,5969,3171,17699,7796,4011,1963,4169,1374,588,287,8.1,28.02,6.29,3.48,2.45
2423004,130.0,287,21079,14959,7535,4893,17799,9012,4832,2990,4168,1595,724,442,9.13,30.66,7.13,3.96,2.78
2423004,140.0,317,21393,16791,9287,6871,17709,9774,5701,4120,4114,1747,879,618,10.04,32.91,7.86,4.39,3.07
2423004,150.0,344,21523,18335,10943,8893,17473,10340,6500,5238,4040,1875,1026,797,10.85,34.83,8.53,4.78,3.33
2423004,160.0,370,21413,20071,12181,10866,17018,11008,7040,6310,3940,2040,1139,972,11.57,36.41,9.14,5.13,3.58
2423004,170.0,393,21476,21277,13580,12687,16734,11414,7618,7214,3902,2143,1265,1133,12.24,37.83,9.71,5.45,3.8
2423004,180.0,415,21619,22164,14992,14342,16545,11669,8191,7994,3894,2210,1392,1279,12.85,39.09,10.23,5.75,4.01
2423004,190.0,435,21653,22763,16258,16194,16297,11738,8685,8903,3876,2269,1521,1440,13.39,40.14,10.69,6.02,4.19
2423004,200.0,452,21395,23490,17011,18143,15835,11965,9039,9799,3826,2356,1598,1614,13.85,41.02,11.06,6.25,4.35
2423004,210.0,469,21122,24141,17851,19810,15403,12217,9346,10562,3790,2432,1674,1763,14.27,41.84,11.4,6.45,4.5
2423004,220.0,484,21035,24591,18585,21313,15128,12338,9508,11291,3793,2483,1734,1901,14.65,42.54,11.72,6.64,4.63
2423004,230.0,497,21200,24814,18987,22793,15039,12266,9452,12063,3844,2508,1760,2041,14.97,43.07,12.01,6.81,4.75
2423004,240.0,509,21043,25020,19444,24125,14824,12201,9669,12663,3872,2512,1811,2158,15.23,43.51,12.23,6.94,4.83
2423004,250.0,520,20814,25197,19885,25298,14574,12144,9896,13181,3888,2517,1866,2260,15.45,43.86,12.41,7.06,4.91
2423004,260.0,530,20421,25321,20333,26232,14210,12101,10117,13587,3878,2530,1937,2344,15.6,44.03,12.54,7.14,4.97
2423004,270.0,539,20108,25410,20711,27089,13916,12044,10289,13935,3872,2546,1995,2422,15.74,44.2,12.66,7.21,5.03
2423004,280.0,547,19964,25419,20963,27891,13765,11936,10357,14179,3875,2568,2028,2495,15.87,44.41,12.76,7.28,5.07
2423004,290.0,554,19834,25426,21192,28621,13628,11837,10418,14401,3878,2589,2059,2562,15.99,44.6,12.85,7.34,5.1
2423004,300.0,554,19834,25426,21192,28621,13628,11837,10418,14401,3878,2589,2059,2562,15.99,44.6,12.85,7.34,5.1
2423004,310.0,554,19834,25426,21192,28621,13628,11837,10418,14401,3878,2589,2059,2562,15.99,44.6,12.85,7.34,5.1
2423004,320.0,554,19834,25426,21192,28621,13628,11837,10418,14401,3878,2589,2059,2562,15.99,44.6,12.85,7.34,5.1
2423004,330.0,554,19834,25426,21192,28621,13628,11837,10418,14401,3878,2589,2059,2562,15.99,44.6,12.85,7.34,5.1
2423004,340.0,554,19834,25426,21192,28621,13628,11837,10418,14401,3878,2589,2059,2562,15.99,44.6,12.85,7.34,5.1
2423004,350.0,554,19834,25426,21192,28621,13628,11837,10418,14401,3878,2589,2059,2562,15.99,44.6,12.85,7.34,5.1
2423007,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2423007,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2423007,20.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
